GMTDateTime,X,Y
12/10/15 16:03,44.99197082,-93.07610725
12/10/15 16:03,44.99189564,-93.08320266
12/10/15 16:03,44.99184706,-93.08608316
12/10/15 16:04,44.99189663,-93.09224696
12/10/15 16:05,44.99192835,-93.09604004
12/10/15 16:05,44.99191837,-93.09635945
12/10/15 16:05,44.99191354,-93.09721779
12/10/15 16:05,44.99191076,-93.09749853
12/10/15 16:05,44.99191414,-93.0982538
12/10/15 16:05,45.02743259,-93.02293127
12/10/15 16:07,45.02743674,-93.02292907
12/10/15 16:08,44.99909028,-93.09708902
12/10/15 16:08,44.99906612,-93.09377339
12/10/15 16:08,44.99906223,-93.093334
12/10/15 16:08,45.02743592,-93.0229303
12/10/15 16:08,44.9990483,-93.09018681
12/10/15 16:10,44.99911556,-93.07653717
12/10/15 16:11,44.99918189,-93.06778206
12/10/15 16:11,44.99918101,-93.0673118
12/10/15 16:11,45.02743953,-93.02293015
12/10/15 16:13,44.99684029,-93.05774392
12/10/15 16:13,44.99647479,-93.05786738
12/10/15 16:15,44.99200875,-93.0448693
12/10/15 16:15,44.99206391,-93.0452707
12/10/15 16:15,44.99420265,-93.04571653
12/10/15 16:16,45.0274372,-93.02293994
12/10/15 16:16,45.02743716,-93.02293994
12/10/15 16:16,45.02743724,-93.02293984
12/10/15 16:17,45.02743781,-93.02294225
12/10/15 16:17,45.02743794,-93.02294225
12/10/15 16:17,44.99446812,-93.04565356
12/10/15 16:18,45.02743951,-93.02294695
12/10/15 16:18,44.9947596,-93.0459577
12/10/15 16:18,45.02743998,-93.02294682
12/10/15 16:18,44.99478303,-93.04598524
12/10/15 16:19,45.02743983,-93.0229465
12/10/15 16:20,45.0274402,-93.02294652
12/10/15 16:20,44.99495453,-93.04625807
12/10/15 16:20,45.02744113,-93.02294143
12/10/15 16:21,44.99484046,-93.04622089
12/10/15 16:21,44.99484069,-93.04622077
12/10/15 16:21,44.99484041,-93.04622079
12/10/15 16:21,44.9948407,-93.04622077
12/10/15 16:22,44.99484019,-93.04622052
12/10/15 16:22,44.99483146,-93.04620404
12/10/15 16:23,44.99481994,-93.04618257
12/10/15 16:23,45.02800684,-93.0207406
12/10/15 16:24,44.99479746,-93.04614688
12/10/15 16:24,44.99479772,-93.04614742
12/10/15 16:25,44.99478986,-93.04613053
12/10/15 16:26,44.99477385,-93.0461009
12/10/15 16:27,44.99472398,-93.04603474
12/10/15 16:27,44.99472421,-93.04603455
12/10/15 16:28,44.99289888,-93.04586179
12/10/15 16:29,44.99198616,-93.04284918
12/10/15 16:29,44.99195785,-93.03792891
12/10/15 16:29,44.99195111,-93.03660074
12/10/15 16:29,44.99194939,-93.0358757
12/10/15 16:29,44.99193194,-93.03394531
12/10/15 16:30,44.99191483,-93.02546288
12/10/15 16:31,44.99191583,-93.02294272
12/10/15 16:31,44.99194855,-93.01805364
12/10/15 16:31,44.99195603,-93.01297549
12/10/15 16:32,44.99196399,-93.00604533
12/10/15 16:32,44.99196648,-93.00574869
12/10/15 16:33,44.9920544,-92.99938234
12/10/15 16:33,44.99206723,-92.99828274
12/10/15 16:33,44.99207837,-92.99734565
12/10/15 16:33,44.99214828,-92.99192989
12/10/15 16:33,44.99214966,-92.99176509
12/10/15 16:34,44.99222013,-92.98663543
12/10/15 16:34,44.9947639,-92.98465678
12/10/15 16:34,44.99498883,-92.98466266
12/10/15 16:35,44.99738198,-92.98465713
12/10/15 16:35,44.99844284,-92.98466469
